Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Valor_anuncio_float,Valor_anuncio_milhoes,Preço por m²
,Vila Campo Grande,São Paulo,229,2,3,1,R$ 420.000,420000.0,0.42,1834.061135371179
,Jardim Ana Maria,São Paulo,491,4,5,8,R$ 4.600.000,4600000.0,4.6,9368.635437881874
"Rua Thereza Masironi Gonfiantini, 244 ",Vila Nova Alba,São Paulo,147,3,3,2,R$ 500.000,500000.0,0.5,3401.360544217687
,Vila Nova Caledonia,São Paulo,300,4,4,4,R$ 1.600.000,1600000.0,1.6,5333.333333333333
Rua Maracaibo,Jardim Everest,São Paulo,600,3,7,6,R$ 4.950.000,4950000.0,4.95,8250.0
Rua Barão do Bananal,Vila Pompéia,São Paulo,106,3,2,2,R$ 920.000,920000.0,0.92,8679.245283018869
Travessa Doutor Ezequiel Antunes de Oliveira,Vila Nova Conceição,São Paulo,170,3,4,3,R$ 2.690.000,2690000.0,2.69,15823.529411764706
,Vila Madalena,São Paulo,330,3,3,2,R$ 5.800.000,5800000.0,5.8,17575.757575757576
,Pacaembu,São Paulo,1171,5,7,10,R$ 16.000.000,16000000.0,16.0,13663.535439795047
,Campo Belo,São Paulo,380,3,4,5,R$ 2.800.000,2800000.0,2.8,7368.421052631579
Rua Abegoaria,Pinheiros,São Paulo,686,4,6,6,R$ 5.800.000,5800000.0,5.8,8454.810495626822
Rua Pedro Osório Filho,Vila Nova Cachoeirinha,São Paulo,180,3,3,2,R$ 650.000,650000.0,0.65,3611.1111111111113
,Jardim Trussardi,São Paulo,240,3,4,4,R$ 3.000.000,3000000.0,3.0,12500.0
Alameda dos Guatás,Saúde,São Paulo,90,2,4,2,R$ 750.000,750000.0,0.75,8333.333333333334
,Pacaembu,São Paulo,520,6,6,5,R$ 2.500.000,2500000.0,2.5,4807.692307692308
Alameda dos Anapurus,Indianópolis,São Paulo,218,3,3,3,R$ 1.690.000,1690000.0,1.69,7752.293577981652
Rua Portugal,Jardim Europa,São Paulo,319,3,3,4,R$ 5.000.000,5000000.0,5.0,15673.98119122257
,Vila Tramontano,São Paulo,414,4,5,5,R$ 1.780.000,1780000.0,1.78,4299.51690821256
,Pacaembu,São Paulo,709,4,5,10,R$ 9.600.000,9600000.0,9.6,13540.197461212976
,Jardim Paulista,São Paulo,301,4,3,4,R$ 6.950.000,6950000.0,6.95,23089.70099667774
Rua Antônio de Gouveia Giudice,Alto de Pinheiros,São Paulo,331,3,5,3,R$ 3.500.000,3500000.0,3.5,10574.018126888217
"Rua Comandante Garcia D'Ávila, 64 ",Morumbi,São Paulo,393,6,6,4,R$ 1.390.000,1390000.0,1.39,3536.8956743002545
,Vila Cordeiro,São Paulo,1126,4,6,24,R$ 6.400.000,6400000.0,6.4,5683.836589698046
"Rua Dom Henrique, 450 ",Jardim Luzitânia,São Paulo,395,4,7,3,R$ 6.600.000,6600000.0,6.6,16708.86075949367
,Jardim Guedala,São Paulo,862,4,9,8,R$ 8.250.000,8250000.0,8.25,9570.7656612529
"Rua Luiz Amorim Costa, 0 ",Vila Carolina,São Paulo,160,3,2,3,R$ 400.000,400000.0,0.4,2500.0
,Campo Belo,São Paulo,428,5,7,3,R$ 2.800.000,2800000.0,2.8,6542.056074766355
,Cidade Jardim,São Paulo,550,4,1,6,R$ 4.800.000,4800000.0,4.8,8727.272727272728
Avenida Celso dos Santos,Vila Constança,São Paulo,100,2,2,2,R$ 480.000,480000.0,0.48,4800.0
,Vila Carbone,São Paulo,92,2,1,2,R$ 340.000,340000.0,0.34,3695.6521739130435
,Alto de Pinheiros,São Paulo,316,3,3,6,R$ 6.000.000,6000000.0,6.0,18987.3417721519
,Brooklin Paulista,São Paulo,350,4,4,4,R$ 2.000.000,2000000.0,2.0,5714.285714285715
,Penha de França,São Paulo,180,3,1,3,R$ 750.000,750000.0,0.75,4166.666666666667
Rua Turquia,Pinheiros,São Paulo,1100,4,6,8,R$ 19.000.000,19000000.0,19.0,17272.727272727272
,Jardim América,São Paulo,1000,5,8,8,R$ 30.000.000,30000000.0,30.0,30000.0
Rua Gama Cerqueira,Cambuci,São Paulo,281,3,5,3,R$ 1.490.000,1490000.0,1.49,5302.491103202847
,Jardim Paulista,São Paulo,1150,5,7,7,R$ 27.000.000,27000000.0,27.0,23478.260869565216
Rua Almeida Ferraz,Parque Jabaquara,São Paulo,126,4,3,3,R$ 695.000,695000.0,0.695,5515.873015873016
"Rua Pirapó, 222 ",Jardim Guedala,São Paulo,650,3,3,3,R$ 5.500.000,5500000.0,5.5,8461.538461538461
"Rua Jupuruchita, 168 ",Alto da Mooca,São Paulo,190,3,1,3,R$ 1.049.400,1049400.0,1.0494,5523.1578947368425
Rua Senador Vergueiro,Santo Amaro,São Paulo,350,3,4,6,R$ 2.950.000,2950000.0,2.95,8428.57142857143
Rua Líbero Ripole,Jardim Umuarama,São Paulo,250,3,1,1,R$ 950.000,950000.0,0.95,3800.0
Rua Orobó,Alto de Pinheiros,São Paulo,295,4,4,4,R$ 4.000.000,4000000.0,4.0,13559.322033898305
,Vila Adalgisa,São Paulo,250,3,5,3,R$ 750.000,750000.0,0.75,3000.0
,Santo Amaro,São Paulo,270,3,4,3,R$ 2.080.000,2080000.0,2.08,7703.7037037037035
,Mirandópolis,São Paulo,378,4,4,7,R$ 2.000.000,2000000.0,2.0,5291.005291005291
,Boaçava,São Paulo,422,5,8,6,R$ 4.500.000,4500000.0,4.5,10663.507109004739
"Rua Engenheiro Pedro Garcin, 190 ",Vila Antônio,São Paulo,110,2,1,2,R$ 480.000,480000.0,0.48,4363.636363636364
Rua Mário Guastini,Pinheiros,São Paulo,700,5,7,5,R$ 9.500.000,9500000.0,9.5,13571.42857142857
Rua Domingos Lopes,Campo Belo,São Paulo,145,3,3,2,R$ 900.000,900000.0,0.9,6206.896551724138
Rua Ática,Jardim Brasil (Zona Sul),São Paulo,174,3,4,1,R$ 599.000,599000.0,0.599,3442.5287356321837
"Rua Ajurapéia, 65 ",Vila Madalena,São Paulo,210,3,1,2,R$ 1.050.000,1050000.0,1.05,5000.0
,Jardim Leonor,São Paulo,491,4,8,4,R$ 3.100.000,3100000.0,3.1,6313.645621181263
Avenida Iraí,Indianópolis,São Paulo,420,4,7,4,R$ 1.800.000,1800000.0,1.8,4285.714285714285
Rua Nova Orleans,Brooklin Paulista,São Paulo,150,2,3,4,R$ 1.590.000,1590000.0,1.59,10600.0
Rua Maria Teresa Assunção,Vila São Geraldo,São Paulo,160,3,3,2,R$ 636.000,636000.0,0.636,3975.0
Rua Vicente Romano,Parque da Mooca,São Paulo,341,4,3,4,R$ 2.300.000,2300000.0,2.3,6744.868035190616
Rua Manuel Galvão,Mooca,São Paulo,106,3,3,2,R$ 450.000,450000.0,0.45,4245.2830188679245
,Jardim América,São Paulo,815,4,6,4,R$ 25.500.000,25500000.0,25.5,31288.34355828221
,Jardim Guedala,São Paulo,560,4,6,3,R$ 6.800.000,6800000.0,6.8,12142.857142857143
Rua Stefan Marek Neuding,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,8,10,R$ 4.495.000,4495000.0,4.495,2735.8490566037735
Rua Alemanha,Jardim Europa,São Paulo,600,4,4,7,R$ 13.500.000,13500000.0,13.5,22500.0
"Rua Kalil Filho, 157 ",Indianópolis,São Paulo,225,3,2,2,R$ 1.850.000,1850000.0,1.85,8222.222222222223
Rua Pau Brasil,Boaçava,São Paulo,296,3,2,5,R$ 2.750.000,2750000.0,2.75,9290.54054054054
,Vila Cordeiro,São Paulo,200,4,6,4,R$ 3.600.000,3600000.0,3.6,18000.0
,Jardim Monte Kemel,São Paulo,158,2,1,1,R$ 480.000,480000.0,0.48,3037.974683544304
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,200,2,3,2,R$ 2.900.000,2900000.0,2.9,14500.0
,Pacaembu,São Paulo,240,5,7,6,R$ 2.980.000,2980000.0,2.98,12416.666666666666
Rua Raqueta Provensano,Chácara Califórnia,São Paulo,140,2,1,2,R$ 1.400.000,1400000.0,1.4,10000.0
,Jardim Bonfiglioli,São Paulo,115,3,1,1,R$ 500.000,500000.0,0.5,4347.826086956522
,Jardim Paulista,São Paulo,300,4,5,4,R$ 5.500.000,5500000.0,5.5,18333.333333333332
Rua Professor Murtinho,Vila Mariana,São Paulo,290,4,5,2,R$ 2.900.000,2900000.0,2.9,10000.0
Rua Alexandre Marcondes Machado,Butantã,São Paulo,371,3,4,3,R$ 2.800.000,2800000.0,2.8,7547.169811320755
Rua Marquês de Cascais,Brooklin Paulista,São Paulo,146,3,4,3,R$ 1.500.000,1500000.0,1.5,10273.972602739726
,Jardim Guedala,São Paulo,650,3,4,3,R$ 6.500.000,6500000.0,6.5,10000.0
,Fazenda Morumbi,São Paulo,961,4,12,9,R$ 6.500.000,6500000.0,6.5,6763.787721123829
,Vila Ida,São Paulo,440,4,6,6,R$ 5.750.000,5750000.0,5.75,13068.181818181818
,Alto de Pinheiros,São Paulo,722,4,11,10,R$ 6.200.000,6200000.0,6.2,8587.257617728532
Rua Topázio,Vila Mariana,São Paulo,300,4,5,4,R$ 1.900.000,1900000.0,1.9,6333.333333333333
,Itaim Bibi,São Paulo,170,2,3,3,R$ 3.300.000,3300000.0,3.3,19411.764705882353
Rua Doutor Augusto de Miranda,Vila Pompéia,São Paulo,110,3,3,1,R$ 970.000,970000.0,0.97,8818.181818181818
,Pacaembu,São Paulo,380,3,1,2,R$ 1.900.000,1900000.0,1.9,5000.0
,Jardim Panorama,São Paulo,374,5,4,6,R$ 3.200.000,3200000.0,3.2,8556.14973262032
Rua Dom Lucas Obes,Ipiranga,São Paulo,140,3,2,2,R$ 750.000,750000.0,0.75,5357.142857142857
"Rua Dezenove de Maio, 401 ",Vila ESão Pauloerança,São Paulo,170,3,3,2,R$ 680.000,680000.0,0.68,4000.0
Rua Morishigue Akagui,Vila Progredior,São Paulo,700,4,8,5,R$ 7.800.000,7800000.0,7.8,11142.857142857143
Rua Miranda Guerra,Jardim Petrópolis,São Paulo,255,3,3,5,R$ 1.400.000,1400000.0,1.4,5490.196078431372
Rua General Sena Vasconcelos,Jardim Guedala,São Paulo,521,4,7,4,R$ 3.750.000,3750000.0,3.75,7197.696737044146
,Jardim Europa,São Paulo,800,4,6,8,R$ 23.600.000,23600000.0,23.6,29500.0
,Boaçava,São Paulo,433,4,4,10,R$ 6.000.000,6000000.0,6.0,13856.812933025403
,Jardim Ester,São Paulo,125,3,1,3,R$ 599.000,599000.0,0.599,4792.0
,Interlagos,São Paulo,250,3,3,4,R$ 1.200.000,1200000.0,1.2,4800.0
Rua Capital Federal,Sumaré,São Paulo,646,5,4,3,R$ 2.640.000,2640000.0,2.64,4086.687306501548
,Jardim Guedala,São Paulo,918,5,3,16,R$ 9.000.000,9000000.0,9.0,9803.921568627451
,Jardim América,São Paulo,480,5,3,3,R$ 8.200.000,8200000.0,8.2,17083.333333333332
,Jardim Leonor,São Paulo,850,4,6,6,R$ 5.990.000,5990000.0,5.99,7047.058823529412
,Cidade Jardim,São Paulo,410,2,2,4,R$ 3.000.000,3000000.0,3.0,7317.073170731707
,Jardim Paulista,São Paulo,935,5,6,4,R$ 12.000.000,12000000.0,12.0,12834.224598930481
,Alto de Pinheiros,São Paulo,559,4,6,4,R$ 6.100.000,6100000.0,6.1,10912.343470483005
Rua Capital Federal,Sumaré,São Paulo,651,5,4,3,R$ 2.640.000,2640000.0,2.64,4055.2995391705067
,Jardim Guedala,São Paulo,923,5,3,16,R$ 9.000.000,9000000.0,9.0,9750.812567713976
,Jardim América,São Paulo,485,5,3,3,R$ 8.200.000,8200000.0,8.2,16907.21649484536
,Jardim Leonor,São Paulo,855,4,6,6,R$ 5.990.000,5990000.0,5.99,7005.847953216375
,Cidade Jardim,São Paulo,415,2,2,4,R$ 3.000.000,3000000.0,3.0,7228.915662650603
,Jardim Paulista,São Paulo,940,5,6,4,R$ 12.000.000,12000000.0,12.0,12765.95744680851
,Alto de Pinheiros,São Paulo,564,4,6,4,R$ 6.100.000,6100000.0,6.1,10815.602836879432
Rua Rodrigo Vieira,Jardim Vila Mariana,São Paulo,235,4,4,2,R$ 1.700.000,1700000.0,1.7,7234.04255319149
,Instituto de Previdência,São Paulo,450,5,5,3,R$ 1.355.010,1355010.0,1.35501,3011.133333333333
Rua Catuicara,Jardim Novo Mundo,São Paulo,220,4,5,3,R$ 2.700.000,2700000.0,2.7,12272.727272727272
Rua Grécia,Jardim Europa,São Paulo,265,5,6,4,R$ 4.800.000,4800000.0,4.8,18113.20754716981
Rua General Fonseca Teles,Jardim Paulista,São Paulo,420,3,7,3,R$ 8.700.000,8700000.0,8.7,20714.285714285714
Rua Dom Tomás Costa e Lima,Vila Tramontano,São Paulo,600,3,6,8,R$ 4.900.000,4900000.0,4.9,8166.666666666667
Rua Adalívia de Toledo,Paineiras do Morumbi,São Paulo,500,4,4,5,R$ 2.500.000,2500000.0,2.5,5000.0
,Paineiras do Morumbi,São Paulo,815,4,3,4,R$ 3.000.000,3000000.0,3.0,3680.9815950920247
"Rua Margarida Galvão, 00 ",Paineiras do Morumbi,São Paulo,580,3,4,6,R$ 4.100.000,4100000.0,4.1,7068.9655172413795
,Vila Campo Grande,São Paulo,234,2,3,1,R$ 420.000,420000.0,0.42,1794.871794871795
,Jardim Ana Maria,São Paulo,496,4,5,8,R$ 4.600.000,4600000.0,4.6,9274.193548387097
"Rua Thereza Masironi Gonfiantini, 244 ",Vila Nova Alba,São Paulo,152,3,3,2,R$ 500.000,500000.0,0.5,3289.4736842105262
,Vila Nova Caledonia,São Paulo,305,4,4,4,R$ 1.600.000,1600000.0,1.6,5245.901639344263
Rua Maracaibo,Jardim Everest,São Paulo,605,3,7,6,R$ 4.950.000,4950000.0,4.95,8181.818181818182
Rua Barão do Bananal,Vila Pompéia,São Paulo,111,3,2,2,R$ 920.000,920000.0,0.92,8288.288288288288
Travessa Doutor Ezequiel Antunes de Oliveira,Vila Nova Conceição,São Paulo,175,3,4,3,R$ 2.690.000,2690000.0,2.69,15371.42857142857
,Vila Madalena,São Paulo,335,3,3,2,R$ 5.800.000,5800000.0,5.8,17313.432835820895
,Pacaembu,São Paulo,1176,5,7,10,R$ 16.000.000,16000000.0,16.0,13605.442176870749
,Campo Belo,São Paulo,385,3,4,5,R$ 2.800.000,2800000.0,2.8,7272.727272727273
Rua Abegoaria,Pinheiros,São Paulo,691,4,6,6,R$ 5.800.000,5800000.0,5.8,8393.632416787264
Rua Pedro Osório Filho,Vila Nova Cachoeirinha,São Paulo,185,3,3,2,R$ 650.000,650000.0,0.65,3513.5135135135133
,Jardim Trussardi,São Paulo,245,3,4,4,R$ 3.000.000,3000000.0,3.0,12244.897959183674
Alameda dos Guatás,Saúde,São Paulo,95,2,4,2,R$ 750.000,750000.0,0.75,7894.736842105263
,Pacaembu,São Paulo,525,6,6,5,R$ 2.500.000,2500000.0,2.5,4761.9047619047615
"Rua Conde de Irajá, 208 ",Vila Mariana,São Paulo,369,3,1,3,R$ 1.950.000,1950000.0,1.95,5284.552845528456
Rua Professor João Marinho,Vila Mariana,São Paulo,165,3,4,2,R$ 1.490.000,1490000.0,1.49,9030.30303030303
"Rua Doutor José Maria Whitaker, 0 ",Vila Sônia,São Paulo,259,3,3,2,R$ 1.500.000,1500000.0,1.5,5791.505791505791
"Rua Ulisses Cruz, 106 ",Tatuapé,São Paulo,117,2,1,1,R$ 495.000,495000.0,0.495,4230.7692307692305
"Rua Acruás, 188 ",Vila Congonhas,São Paulo,158,2,1,2,R$ 1.200.000,1200000.0,1.2,7594.93670886076
Avenida Professor Frederico Herman Júnior,Alto de Pinheiros,São Paulo,347,5,5,5,R$ 3.500.000,3500000.0,3.5,10086.455331412104
"Rua Vicente Biondo, 216 ",Vila Ester (Zona Norte),São Paulo,226,3,1,4,R$ 670.000,670000.0,0.67,2964.6017699115046
"Rua Caetano José Batista, 202 ",Jardim das Acácias,São Paulo,150,3,1,2,R$ 691.000,691000.0,0.691,4606.666666666667
"Rua Xavier da Veiga, 109 ",Santana,São Paulo,300,4,2,4,R$ 1.596.000,1596000.0,1.596,5320.0
"Rua Professor Oliveira Fausto, 260 ",Alto da Mooca,São Paulo,360,4,1,4,R$ 1.600.000,1600000.0,1.6,4444.444444444444
"Rua Japuanga, 265 ",Vila Ida,São Paulo,400,3,1,5,R$ 4.043.000,4043000.0,4.043,10107.5
"Rua Simpatia, 81 ",Jardim das Bandeiras,São Paulo,250,2,1,6,R$ 2.000.000,2000000.0,2.0,8000.0
"Rua Baturité, 38 ",Aclimação,São Paulo,208,3,1,3,R$ 1.383.000,1383000.0,1.383,6649.038461538462
"Rua Oscar Caravelas, 60 ",Sumarezinho,São Paulo,324,6,2,4,R$ 1.800.000,1800000.0,1.8,5555.555555555556
"Rua Laurindo de Brito, 468 ",Lapa,São Paulo,260,3,2,4,R$ 1.200.000,1200000.0,1.2,4615.384615384615
"Rua Timbó, 130 ",Mooca,São Paulo,170,3,1,2,R$ 1.000.000,1000000.0,1.0,5882.35294117647
"Rua Frei Juan Auli, 90 ",Jardim Patente,São Paulo,150,2,3,5,R$ 455.000,455000.0,0.455,3033.3333333333335
"Avenida Piassanguaba, 1009 ",Planalto Paulista,São Paulo,182,3,1,2,R$ 980.000,980000.0,0.98,5384.615384615385
Rua Boquim,Vila Ida,São Paulo,235,3,3,5,R$ 2.500.000,2500000.0,2.5,10638.297872340425
"Rua Gil Fernandes, 366 ",Bosque da Saúde,São Paulo,388,3,4,4,R$ 1.700.000,1700000.0,1.7,4381.443298969072
Rua Gregório Paes de Almeida,Vila Madalena,São Paulo,400,4,5,6,R$ 2.490.000,2490000.0,2.49,6225.0
,Brooklin Paulista,São Paulo,420,4,4,3,R$ 3.000.000,3000000.0,3.0,7142.857142857143
Rua Lourenço Castanho,Vila Nova Conceição,São Paulo,177,3,4,3,R$ 2.850.000,2850000.0,2.85,16101.694915254237
Rua Prestes João,Jardim Luzitânia,São Paulo,550,2,5,5,R$ 7.000.000,7000000.0,7.0,12727.272727272728
"Rua Martins Bonilha, 21 ",Alto da Mooca,São Paulo,175,6,3,2,R$ 1.300.000,1300000.0,1.3,7428.571428571428
Rua Manuel Navarro,Jardim Guedala,São Paulo,595,5,7,5,R$ 5.500.000,5500000.0,5.5,9243.697478991597
"Rua Antônio de Gouveia Giudice, 1585 ",Alto de Pinheiros,São Paulo,483,5,1,4,R$ 5.000.000,5000000.0,5.0,10351.966873706004
Rua Honduras,Jardim Paulista,São Paulo,500,4,6,8,R$ 7.000.000,7000000.0,7.0,14000.0
,Cidade Jardim,São Paulo,450,3,2,4,R$ 3.000.000,3000000.0,3.0,6666.666666666667
Rua Paris,Sumaré,São Paulo,150,3,3,2,R$ 1.200.000,1200000.0,1.2,8000.0
,Jardim Paulista,São Paulo,220,3,5,2,R$ 4.950.000,4950000.0,4.95,22500.0
"Rua Pedro Mainente, 108 ",Parque dos Príncipes,São Paulo,173,3,2,4,R$ 750.000,750000.0,0.75,4335.260115606937
,Alto de Pinheiros,São Paulo,340,4,4,4,R$ 4.500.000,4500000.0,4.5,13235.29411764706
"Rua Capital Federal, 799 ",Sumaré,São Paulo,230,4,2,1,R$ 1.500.000,1500000.0,1.5,6521.739130434783
,Boaçava,São Paulo,427,5,8,6,R$ 4.500.000,4500000.0,4.5,10538.64168618267
"Rua Engenheiro Pedro Garcin, 190 ",Vila Antônio,São Paulo,115,2,1,2,R$ 480.000,480000.0,0.48,4173.913043478261
,Boaçava,São Paulo,327,5,4,4,R$ 3.000.000,3000000.0,3.0,9174.311926605504
Rua Mário Guastini,Pinheiros,São Paulo,705,5,7,5,R$ 9.500.000,9500000.0,9.5,13475.17730496454
Rua Domingos Lopes,Campo Belo,São Paulo,150,3,3,2,R$ 900.000,900000.0,0.9,6000.0
Rua Jardim Hollywood,Santana,São Paulo,250,4,4,5,R$ 1.750.000,1750000.0,1.75,7000.0
Rua Ática,Jardim Brasil (Zona Sul),São Paulo,179,3,4,1,R$ 599.000,599000.0,0.599,3346.368715083799
"Rua Ajurapéia, 65 ",Vila Madalena,São Paulo,215,3,1,2,R$ 1.050.000,1050000.0,1.05,4883.720930232558
,Jardim Leonor,São Paulo,496,4,8,4,R$ 3.100.000,3100000.0,3.1,6250.0
Avenida Iraí,Indianópolis,São Paulo,425,4,7,4,R$ 1.800.000,1800000.0,1.8,4235.294117647059
Rua Nova Orleans,Brooklin Paulista,São Paulo,155,2,3,4,R$ 1.590.000,1590000.0,1.59,10258.064516129032
Rua Maria Teresa Assunção,Vila São Geraldo,São Paulo,165,3,3,2,R$ 636.000,636000.0,0.636,3854.5454545454545
Rua Vicente Romano,Parque da Mooca,São Paulo,346,4,3,4,R$ 2.300.000,2300000.0,2.3,6647.398843930636
Rua Manuel Galvão,Mooca,São Paulo,111,3,3,2,R$ 450.000,450000.0,0.45,4054.054054054054
,Jardim América,São Paulo,820,4,6,4,R$ 25.500.000,25500000.0,25.5,31097.560975609755
,Jardim Guedala,São Paulo,565,4,6,3,R$ 6.800.000,6800000.0,6.8,12035.398230088496
Rua Stefan Marek Neuding,Jardim Sílvia (Zona Oeste),São Paulo,1648,4,8,10,R$ 4.495.000,4495000.0,4.495,2727.5485436893205
Rua Alemanha,Jardim Europa,São Paulo,605,4,4,7,R$ 13.500.000,13500000.0,13.5,22314.04958677686
"Rua Kalil Filho, 157 ",Indianópolis,São Paulo,230,3,2,2,R$ 1.850.000,1850000.0,1.85,8043.478260869565
Rua Pau Brasil,Boaçava,São Paulo,301,3,2,5,R$ 2.750.000,2750000.0,2.75,9136.212624584718
,Vila Cordeiro,São Paulo,205,4,6,4,R$ 3.600.000,3600000.0,3.6,17560.975609756097
,Jardim Monte Kemel,São Paulo,163,2,1,1,R$ 480.000,480000.0,0.48,2944.7852760736196
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,205,2,3,2,R$ 2.900.000,2900000.0,2.9,14146.341463414634
"Rua Abagiba, 495 ",Saúde,São Paulo,180,2,1,2,R$ 745.000,745000.0,0.745,4138.888888888889
,Boaçava,São Paulo,488,5,7,6,R$ 4.250.000,4250000.0,4.25,8709.016393442624
,Jardim dos Estados,São Paulo,500,4,5,5,R$ 4.900.000,4900000.0,4.9,9800.0
Rua Benedito Chaves,Jardim Paulistano,São Paulo,433,5,4,8,R$ 6.500.000,6500000.0,6.5,15011.547344110855
,Jardim Leonor,São Paulo,560,4,5,4,R$ 4.750.000,4750000.0,4.75,8482.142857142857
Rua Leopoldo Fróes,Alto da Mooca,São Paulo,170,3,3,5,R$ 950.000,950000.0,0.95,5588.235294117647
"Rua Colatino Marques, 214 ",Jardim Paulista,São Paulo,548,4,6,6,R$ 6.200.000,6200000.0,6.2,11313.868613138686
Rua General Euclides Figueiredo,Morumbi,São Paulo,455,4,5,6,R$ 1.580.000,1580000.0,1.58,3472.5274725274726
Rua França,Jardim Europa,São Paulo,957,3,7,10,R$ 22.000.000,22000000.0,22.0,22988.505747126437
Rua Iraci,Jardim Paulistano,São Paulo,250,3,3,3,R$ 2.100.000,2100000.0,2.1,8400.0
Rua General Euclides Figueiredo,Morumbi,São Paulo,460,4,5,6,R$ 1.580.000,1580000.0,1.58,3434.782608695652
Rua França,Jardim Europa,São Paulo,957,3,7,10,R$ 22.000.000,22000000.0,22.0,22988.505747126437
Rua Iraci,Jardim Paulistano,São Paulo,255,3,3,3,R$ 2.100.000,2100000.0,2.1,8235.29411764706
Rua Comendador Bichara Moherdauí,Jardim Leonor,São Paulo,798,5,7,8,R$ 4.950.000,4950000.0,4.95,6203.007518796992
,Alto de Pinheiros,São Paulo,380,4,5,5,R$ 5.200.000,5200000.0,5.2,13684.21052631579
Largo Mestre de Aviz,Jardim Luzitânia,São Paulo,459,4,6,4,R$ 3.850.000,3850000.0,3.85,8387.799564270152
"Rua Macejana, 39 ",Indianópolis,São Paulo,89,3,1,2,R$ 638.500,638500.0,0.6385,7174.157303370786
,Vila São Silvestre,São Paulo,168,3,1,4,R$ 900.000,900000.0,0.9,5357.142857142857
,Retiro Morumbi,São Paulo,2100,7,14,12,R$ 19.800.000,19800000.0,19.8,9428.57142857143
Rua Escócia,Pinheiros,São Paulo,601,4,5,4,R$ 8.500.000,8500000.0,8.5,14143.094841930117
,Morumbi,São Paulo,713,5,7,8,R$ 4.000.000,4000000.0,4.0,5610.098176718093
"Rua Monsanto, 62 ",Pinheiros,São Paulo,420,4,4,6,R$ 2.900.000,2900000.0,2.9,6904.761904761905
Rua João Bizarro da Nave,Vila Diva (Zona Leste),São Paulo,178,3,1,3,R$ 450.000,450000.0,0.45,2528.0898876404494
,Vila Ida,São Paulo,428,7,6,4,R$ 3.300.000,3300000.0,3.3,7710.280373831775
,Jardim América,São Paulo,170,2,3,2,R$ 2.300.000,2300000.0,2.3,13529.411764705883
"Rua Gustavo Teixeira, 55 ",Pacaembu,São Paulo,350,3,2,4,R$ 2.700.000,2700000.0,2.7,7714.285714285715
,Chácara Tatuapé,São Paulo,150,3,2,2,R$ 640.000,640000.0,0.64,4266.666666666667
,Boaçava,São Paulo,540,4,5,6,R$ 5.000.000,5000000.0,5.0,9259.25925925926
Rua Sanharó,Jardim Guedala,São Paulo,420,3,6,6,R$ 3.500.000,3500000.0,3.5,8333.333333333334
"Rua das Fiandeiras, 157 ",Vila Olímpia,São Paulo,141,2,2,1,R$ 1.500.000,1500000.0,1.5,10638.297872340425
,Alto de Pinheiros,São Paulo,490,4,6,5,R$ 3.800.000,3800000.0,3.8,7755.102040816327
,Vila Ida,São Paulo,380,4,5,4,R$ 3.650.000,3650000.0,3.65,9605.263157894737
Rua Duartina,Sumaré,São Paulo,402,4,4,4,R$ 3.800.000,3800000.0,3.8,9452.73631840796
Rua Manoel Jacinto do Rego,Vila Romana,São Paulo,191,3,3,2,R$ 1.150.000,1150000.0,1.15,6020.942408376964
,Jardim Leonor,São Paulo,621,4,4,15,R$ 6.900.000,6900000.0,6.9,11111.111111111111
,Vila Ida,São Paulo,462,5,6,6,R$ 5.320.000,5320000.0,5.32,11515.151515151516
Rua Tefé,Sumaré,São Paulo,452,3,4,2,R$ 2.300.000,2300000.0,2.3,5088.495575221239
Rua Antônio São Paulolendore,Interlagos,São Paulo,280,3,5,8,R$ 2.050.000,2050000.0,2.05,7321.428571428572
,Jardim Europa,São Paulo,878,4,6,8,R$ 15.499.000,15499000.0,15.499,17652.61958997722
Rua Argentina,Jardim América,São Paulo,880,3,5,10,R$ 20.000.000,20000000.0,20.0,22727.272727272728
Rua Vieira de Morais,Campo Belo,São Paulo,116,3,2,1,R$ 890.000,890000.0,0.89,7672.413793103448
"Rua Costa Aguiar, 2434 ",Ipiranga,São Paulo,219,3,1,1,R$ 1.172.000,1172000.0,1.172,5351.598173515982
"Avenida das Corujas, 214 ",Sumarezinho,São Paulo,110,3,1,4,R$ 2.021.300,2021300.0,2.0213,18375.454545454544
,Planalto Paulista,São Paulo,250,4,6,4,R$ 1.915.000,1915000.0,1.915,7660.0
"Rua Ulisses Esteves Costa, 39 ",Santana,São Paulo,305,3,3,2,R$ 1.700.000,1700000.0,1.7,5573.770491803279
"Rua Humberto I, 1046 ",Vila Mariana,São Paulo,300,3,3,5,R$ 1.800.000,1800000.0,1.8,6000.0
"Rua Irmão Gonçalo, 31 ",Jardim das Bandeiras,São Paulo,810,6,5,8,R$ 5.700.000,5700000.0,5.7,7037.037037037037
,Jardim Morumbi,São Paulo,450,4,7,7,R$ 1.950.000,1950000.0,1.95,4333.333333333333
,Lar São Paulo,São Paulo,586,4,4,5,R$ 1.680.000,1680000.0,1.68,2866.8941979522183
"Rua Lauro Freire, 42 ",Jardim Celeste,São Paulo,120,3,1,2,R$ 638.500,638500.0,0.6385,5320.833333333333
